Program,Subawardee UEI,Capability Domain (D),Primary Output (P),Capability Domain Note,Primary Output Note
Virginia,TY25RCEB5FF3,D1,P6,"Massive structural-steel tooling and assemblies support submarine structural construction.

https://portal.ct.gov/OMA/In-the-News/2017-News/Sub-Suppliers-Sharing-In-EB-Boom
https://www.highergov.com/awardee/collins-jewell-company-inc-10458080/","Structural-steel tooling used by shipbuilders is production support rather than an installed ship article.

https://www.highergov.com/awardee/collins-jewell-company-inc-10458080/
https://submarine.senedia.org/view/738/"
Virginia,TZLXM3NCC7D1,D3,P3,"Main storage batteries provide shipboard emergency electrical power and reactor-restart capability.

https://www.exidegroup.com/eu/en/GNB-provides-backup-power-to-US-Navy
https://www.bizjournals.com/atlanta/news/2018/05/30/ga-based-exide-technologies-to-make-submarine.html","Main storage battery systems are functional power-storage equipment delivered for installation.

https://www.exidegroup.com/eu/en/GNB-provides-backup-power-to-US-Navy
https://www.arkansasedc.com/news-events/newsroom/detail/2016/06/23/company-gets-grant-to-boost-production-of-submarine-batteries
https://www.batteriesinternational.com/news/us-navy-awards-exide-new-75m-five-year-contract-for-submarine-batteries/"
Virginia,TZVRTYNM3MN3,D1,P2,"Fracture-critical steel structures made by cutting, forming, welding, and assembly are structural fabrication.

https://keelusa.com/virginia-class-nuclear-submarine-case-study/
https://keelusa.com/keel-a-purpose-built-company/","Cut, formed, welded, and assembled submarine steel structures are fabricated components, not outfitted modules.

https://keelusa.com/virginia-class-nuclear-submarine-case-study/
https://keelusa.com/columbia-class-case-study/
https://keelusa.com/"
Virginia,U4MMR7DR2DR7,D10,P3,"An electric shipboard range is a galley and habitability-outfitting appliance.

https://govtribe.com/vendors/jal-enterprises-inc-dot-the-source-0sg78
https://www.highergov.com/nsn/7310014983952/","An electric shipboard range is a bounded functional appliance/equipment item.

https://www.virginiashiprepair.org/MemberProfile/141/The-Source-Division-of-JAL-Enterprises-Inc"
Virginia,UHXFGP3DCRK7,D3,P3,"Precision motors and generators are shipboard electrical-power conversion and generation machinery.

https://www.linkedin.com/company/hansome-energy-systems-inc
https://hanenergy.com/our-mission/","Precision motors and generators are bounded functional electrical machinery.

https://hanenergy.com/about-us/
https://hanenergy.com/
https://govtribe.com/vendors/hansome-energy-systems-inc-dot-51802"
Virginia,V1MQFNQB56Z5,D4,P3,"High-pressure air compressors move and pressurize gas for critical submarine systems.

https://www.rixindustries.com/rix-industries-awarded-us-navy-contract
https://www.rixindustries.com/naval-submarine-league-rix-30-year-award","High-pressure air compressors are acceptance-testable functional machinery.

https://www.rixindustries.com/rix-industries-awarded-us-navy-contract
https://www.rixindustries.com/naval-submarine-league-rix-30-year-award
https://www.rixindustries.com/shipboard-air-compressor"
Virginia,VKBFB8MAZ357,D9,P2,"Titanium, zirconium, and nickel-alloy fabrication across systems is a specialty-material competence.

https://www.tifab.com/industries-served/military-and-defense/
https://www.tifab.com/fabricated-products/defense/shipboard-titanium/","Pressure vessels, spools, housings, and valve bodies are fabricated components/subassemblies at handoff.

https://www.tifab.com/fabricated-products/defense/custom-navy-components/
https://www.tifab.com/industries-served/military-and-defense/
https://www.tifab.com/"
Virginia,W3KUJLTCRLV1,D4,P2,"Submarine fittings and assembled pipe components have a defined fluid-system function.

https://www.fairbanksmorsedefense.com/solutions/fittings/
https://www.govconwire.com/articles/fairbanks-morse-defense-acquires-navy-submarine-components-manufacturer-ammcon","Fittings, assembled parts, and machined AM components are finished components for larger systems.

https://seapowermagazine.org/fairbanks-morse-defense-continues-expanding-turnkey-solutions-with-ammcon-acquisition/
https://www.fairbanksmorsedefense.com/solutions/fittings/
https://hii.com/news/hii-additive-manufacturing-virginia-class-submarine-newport-news-shipbuilding-2023"
Virginia,WESDY4U81NP8,D4,P2,"Main-seawater-system fittings and pipe are functional fluid-system hardware.

https://www.tridentllc.com/location-high-bridge-manufacturing
https://www.jflco.com/news-article/153/trident-maritime-systems-acquires-assets-of-custom-alloy-corporation","Specialty-alloy fittings, pipe, and related forgings are fit-ready fluid-system components.

https://customalloycorp.com/about-custom-alloy/
https://customalloycorp.com/
https://www.jflco.com/news-article/153/trident-maritime-systems-acquires-assets-of-custom-alloy-corporation"
Virginia,WJ45NXW2TVD7,D4,P3,"Fluid-power cylinders and actuators provide pressure-driven motion and control.

https://www.moog.com/markets/defense/naval-systems.html
https://www.moog.com/news/corporate-press-releases/2014/moog-awarded-contract-for-mission-critical-actuators-for-us-navy-virginia-class-nuclear-submarines.html","Fluid-power cylinders and actuators are bounded functional actuation equipment.

https://www.moog.com/markets/naval-defense.html
https://www.moog.com/news/corporate-press-releases/2014/moog-awarded-contract-for-mission-critical-actuators-for-us-navy-virginia-class-nuclear-submarines.html
https://www.moog.com/products/actuators-servoactuators/defense/rotary-actuators-for-naval-systems.html"
Virginia,WMXDDH6HJNA5,D1,P5,"Pressure-hull sections and large outfitted submarine modules are core hull and structural construction.

https://hii.com/who-we-are/divisions/newport-news-shipbuilding/
https://hii.com/capabilities/virginia-class-program/","Newport News fabricates, outfits, joins, and transfers major submarine modules/sections.

https://www.gdeb.com/about/oursubmarines/virginia/
https://hii.com/news/hii-newport-news-shipbuilding-delivers-first-columbia-class-stern
https://www.navy.mil/resources/fact-files/display-factfiles/article/2169558/attack-submarines-ssn/"
Virginia,WPP2ABN6UCF5,D6,P3,"Integrated machinery-control and monitoring consoles, panels, and alarms are system-level control equipment.

https://www.l3harris.com/all-capabilities/maritime-fabrication-and-prototyping
https://www.l3harris.com/newsroom/editorial/2026/05/l3harris-provides-key-technologies-newly-commissioned-navy-submarines","Machinery-control consoles, panels, and alarm equipment are functional control units, not proven one P4 system.

https://www.l3harris.com/all-capabilities/alarm-announcing-systems
https://www.l3harris.com/all-capabilities/integrated-platform-management-systems
https://www.l3harris.com/all-capabilities/control-consoles-workstations-and-panel-boards"
Virginia,WREEAHYMRQ45,D7,P3,"The delivered accelerometer is a component-level instrumentation sensor.

https://www.pcb.com/
https://www.pcb.com/sensors-for-test-measurement/accelerometers","Accelerometers are acceptance-testable sensing units delivered for connection into ship systems.

https://www.pcb.com/
https://www.highergov.com/awardee/pcb-piezotronics-inc-10113566/"
Virginia,WYDAKCJ5K219,D4,P3,"The UEI's pumping-equipment NAICS and documented pumps/valves point to shipboard fluid machinery.

https://curtisswright.com/news/press-releases/news-release-details/2015/Curtiss-Wright-Awarded-480-Million-in-Contracts-For-Virginia-Class-Submarine-Program
https://electro-mechanicalsystems.curtisswright.com/emd/about-us","Pumps, valves, generators, and propulsors are functional machinery units without a configured system handoff.

https://curtisswright.com/news/press-releases/news-release-details/2015/Curtiss-Wright-Awarded-480-Million-in-Contracts-For-Virginia-Class-Submarine-Program
https://curtisswright.com/organization/naval-power
https://electro-mechanicalsystems.curtisswright.com/"
Virginia,X6N2CNV552X7,D0,P6,"The service scope spans hull, mechanical, electrical, weapons, and auxiliary systems with no primary domain.

https://www.oceaneering.com/marine-services/complex-structural-manufacturing/
https://www.oceaneering.com/marine-services/submarine-modernization-and-repair/","Modernization, repair, installation, troubleshooting, and technical support are labor-led handoffs.

https://www.oceaneering.com/marine-services/submarine-modernization-and-repair/
https://www.oceaneering.com/marine-services/
https://www.highergov.com/idv/N6449819D0001/"
Virginia,XDF1FRDG8KK4,D0,P0,"The cited capabilities span undersea systems, robotics, and materials without a specific Virginia-class specialty.

https://www.qinetiq.com/en-us/news/qinetiq-us-secures-26-million-in-naval-defense-contracts
https://www.prnewswire.com/news-releases/qinetiq-us-secures-26-million-in-naval-defense-contracts-with-general-dynamics-electric-boat-for-next-generation-submarine-systems-302515259.html","No specific Virginia-class deliverable can be tied to this operating entity.

https://www.qinetiq.com/en-us"
Virginia,XQW8RJNNAXX8,D1,P5,"Large complex metal structures, modules, and assemblies are marine structural fabrication.

https://virginiabusiness.com/newport-news-shipbuildings-south-carolina-manufacturing-facility-is-up-and-running/
https://insidedefense.com/daily-news/hii-acquires-metal-fabrication-companys-assets-meet-generational-demand-subs","The recurring output is large shipbuilding modules/assemblies used in submarine construction.

https://keelusa.com/virginia-class-nuclear-submarine-case-study/
https://keelusa.com/columbia-class-case-study/
https://keelusa.com/"
Virginia,Y6X3BDLEPNJ6,D1,P5,"The firm's differentiating output is large fabricated and outfitted submarine modules.

https://virginiabusiness.com/newport-news-shipbuildings-south-carolina-manufacturing-facility-is-up-and-running/
https://insidedefense.com/daily-news/hii-acquires-metal-fabrication-companys-assets-meet-generational-demand-subs","Habitability, auxiliary-machine-room, and weapons modules are outfitted ship module handoffs.

https://keelusa.com/virginia-class-nuclear-submarine-case-study/
https://keelusa.com/columbia-class-case-study/
https://hii.com/news/hii-expands-shipbuilding-capacity-announcing-intent-to-acquire-south-carolina-advanced-metal-fabricator-assets-and-workforce"
Virginia,YD1GK53355R5,D1,P2,"Large-scale submarine fabrication and welding indicate structural assemblies and marine weldments.

https://www.buildsubmarines.com/newsroom/giants-of-skilled-trades-logan-mego-precision-custom-components
https://investors.bwxt.com/news-releases/news-release-details/bwxt-bolsters-american-nuclear-manufacturing-capability/","Heavy welded fabrications are fit-ready components, with no outfitted module or functional system identified.

https://www.thomasnet.com/company/precision-custom-components-llc-149347/profile
https://govtribe.com/vendors/precision-custom-components-llc-1p555
https://business.ycea-pa.org/list/member/precision-custom-components-llc-york-23476"
Virginia,YGGCA283C3P4,D4,P3,"High-pressure gas and air regulating, reducing, and shutoff valves control pressurized fluids.

https://halehamilton.com/industries/defence/submarines/
https://www.naval-technology.com/contractors/propulsion/hale-hamilton/","Regulating, reducing, and shutoff valves are functional fluid/gas-control units.

https://halehamilton.com/industries/defence/submarines/
https://halehamilton.com/product-listing/
https://www.circor.com/brands/hale-hamilton"
Virginia,YNJNTZWVC3H6,D2,P3,"Virginia-class pump-jet propulsor forward assemblies are propulsion and propulsive-power transmission hardware.

https://www.baesystems.com/en-us/article/bae-systems-awarded-92-million-us-navy-contract-for-virginia-class-submarine-propulsors
https://www.baesystems.com/en/product/submarine-products-and-technology","Propulsor forward assemblies are functional propulsion equipment, not an integrated drive package.

https://www.baesystems.com/en-us/article/bae-systems-awarded-92-million-us-navy-contract-for-virginia-class-submarine-propulsors
https://www.baesystems.com/en/product/submarine-products-and-technology
https://www.highergov.com/contract/N0002421C4106/"
Virginia,ZFQBUPK552C3,D1,P2,"Fabricated-structural-metal manufacturing for submarine construction supports structural assemblies and weldments.

https://hilleryco.com/","Fabricated structural-metal output points to fit-ready fabrications, with no module or system shown.

https://hilleryco.com/services/custom-metal-fabrication/
https://hilleryco.com/about-us/
https://www.exploremoregroton.com/news-and-media/news/p/item/36574/hillery-co-makes-its-mark-with-jobs-large-and-small"
Virginia,ZW3UMG9YVNA9,D3,P3,"MIL-SPEC switchboards and load centers are shipboard power-distribution assemblies.

https://www.l3harris.com/all-capabilities/marine-power-distribution
https://www.l3harris.com/all-capabilities/military-specification-switchboards-and-load-centers","Switchboards, load centers, and power-distribution assemblies are functional electrical equipment.

https://www.l3harris.com/all-capabilities/marine-power-distribution
https://www.l3harris.com/all-capabilities/military-specification-switchboards-and-load-centers
https://www.l3harris.com/sites/default/files/2023-05/ims-maritime-maripro-L3Harrissellsht_MarinePowerDistribution.pdf"
Virginia,MKDGDE6K34N5,D4,,"[MECE 2026-06-20: D9->D4 firm-level reclassification, ship application determinable] (was map-resolved D9 via NAICS)",
Columbia,C9C6HPQLL4A8,D0,P0,"Neither an onboard product nor a domain-specific Columbia construction service is identified for this UEI.

https://www.caterpillar.com/
https://www.highergov.com/awardee/caterpillar-inc-10000127/","Public data do not identify a defensible Columbia-specific article or service for this UEI.

https://www.highergov.com/subcontract/N0002417C2117-1000027836/
https://www.gdeb.com/about/oursubmarines/columbia/
https://www.caterpillar.com/"
Columbia,CFXRGJSB9UB6,D3,P3,"Switchgear and switchboards distribute and protect ship-service electrical power.

https://www.upi.com/Defense-News/2016/11/18/L-3-to-deliver-switchgear-equipment-for-Ohio-class-replacement-subs/1271479482544/
https://govtribe.com/vendors/spd-electrical-systems-inc-dot-30086","Switchgear and switchboards are acceptance-testable electrical distribution equipment.

https://www.highergov.com/awardee/l3harris-maritime-power-energy-solutions-inc-10107022/
https://www.asdnews.com/news/defense/2016/11/18/power-distribution-switchgear-equipment-us-navys-stealthiest-submarine-program
https://www.l3harris.com/all-capabilities/marine-power-distribution"
Columbia,CPHLNLBGWFN5,D7,P3,"Nuclear-qualified instrumentation, control electronics, processors, and power-supply modules are component-level electronic hardware.

https://www.leonardodrs.com/locations/naval-power-systems-danbury-ct/","Instrumentation/control electronics and power supplies are functional control units, not proven integrated shipsets.

https://www.leonardodrs.com/news/press-releases/leonardo-drs-awarded-contracts-for-u-s-navys-columbia-class-submarine-program/
https://www.leonardodrs.com/news/feature-stories/columbia-class-submarine/
https://usa.leonardo.com/en/press-release-detail/-/detail/1-billion-dollar-columbia-class-submarine-program"
Columbia,CW48SQ7KJX68,D1,P2,"Large complex-welded and machined support and structural assemblies are best classified as structural fabrication.

https://www.craftmachine.com/
https://www.craftmachine.com/about/
https://www.highergov.com/awardee/craft-machine-works-inc-10032345/","Machined/welded machinery or support assemblies are fit-ready fabricated articles without a defined standalone function.

https://www.craftmachine.com/
https://submarinesuppliers.org/programs/ssbn/columbia-class/"
Columbia,CXK2Y51KDBW1,D9,P2,"PRL supplies cast pump and valve bodies and components; foundry casting is the differentiating competence rather than a complete D4 system.

https://www.prlinc.com/
https://lebtown.com/2022/03/07/prl-will-replace-ore-crusher-building-expand-navy-manufacturing-operations/
https://www.prlinc.com/about-us/","Machined cast pump/valve bodies and components are fit-ready parts for larger fluid equipment.

https://www.prlinc.com/
https://www.prlinc.com/about-us/
https://www.prlinc.com/capabilities/"
Columbia,D7HNEN3DAN36,D9,P1,"Super-heavy open-die forging of shafts, rings, or other critical shapes is the differentiating process, regardless of end use.

https://lhforge.com/productsmarkets/marine-equipment/
https://lhforge.com/productsmarkets/national-defense/
https://www.war.gov/News/Releases/Release/Article/3921637/department-of-defense-awards-15-million-to-increase-heavy-forge-production-capa/","Large shaft/ring forgings are upstream metal inputs needing downstream machining and assembly.

https://lhforge.com/productsmarkets/marine-equipment/
https://lhforge.com/about-us/who-we-are/
https://www.forging.org/Common/Uploaded%20files/Event%20Presentations/2022%20Fall%20Meeting/Lehigh%20Heavy%20Forge_Keynote%20Sponsor.pdf"
Columbia,DA1PDLWQ7BH4,D0,P6,"Digital-twin and lifecycle software support many ship areas but do not establish one technical or material domain.

https://www.beast-code.com/
https://www.sbir.gov/portfolio/680253
https://ncms.org/25012-beast-core-integrating-technical-data-and-documents/","Digital-twin software and construction/lifecycle work-instruction tools are technical work products.

https://www.highergov.com/awardee/beast-code-llc-10107712/
https://www.beast-code.com
https://seapowermagazine.org/category/navy/page/277/?print=print-search"
Columbia,DJG7NEG7QRK5,D4,P3,"Ship-service ball valves, high-pressure valves, and actuators are fluid and pressure-system equipment.

https://www.fairbanksmorsedefense.com/blog/fairbanks-morse-defenses-hunt-valve-awarded-96-million-in-pos-to-deliver-essential-valves-for-virginia-and-columbia-class-submarine-programs/
https://www.fairbanksmorsedefense.com/blog/fairbanks-morse-defense-acquires-hunt-valve-company-inc-1/","Ship-service and high-pressure valves are bounded functional fluid-control units.

https://www.fairbanksmorsedefense.com/blog/fairbanks-morse-defense-s-hunt-valve-awarded-96-million-in-pos-to-deliver-essential-valves-for-virginia-and-columbia-class-submarine-programs/
https://www.workboat.com/fairbanks-morse-defense-s-hunt-valve-secures-96-million-submarine-contract
https://www.naval-technology.com/news/fmd-us-submarines-construction/"
Columbia,DK14KTLXA9M5,D4,P2,"Alloy elbows, tees, reducers, flanges, and tube fittings route and join pressure-boundary fluid lines.

https://kmetf.com/
https://govtribe.com/vendors/kme-america-marine-tube-fitting-llc-7a8g3","Elbows, tees, reducers, flanges, and tube fittings are fit-ready piping components.

https://kmetf.com/
https://govtribe.com/vendors/kme-america-marine-tube-fitting-llc-7a8g3
https://www.kme.com/fileadmin/DOWNLOADCENTER/SPECIAL%20DIVISION/2%20Marine%20Applications/2%20Offshore/OSNA10_Offshore_2017.pdf"
Columbia,DK2SLQURMJF3,D6,P2,"Missile-tube assemblies are launcher hardware for the Common Missile Compartment, an explicit D6 function.

https://www.babcockinternational.com/news/babcock-awarded-multimillion-pound-missile-tube-contract-extension-by-electric-boat/
https://www.babcockinternational.com/who-we-are/our-sectors/marine/port-babcock-rosyth/","Missile-tube assemblies are completed launch-tube structures for installation into the CMC, not an outfitted module.

https://www.babcockinternational.com/news/babcock-awarded-multimillion-pound-missile-tube-contract-extension-by-electric-boat/
https://www.navaltoday.com/2020/06/03/babcock-to-provide-another-18-missile-tube-assemblies-for-uk-us-submarines/
https://columbia-class.com/design.asp"
Columbia,DXM3GSLGH2Z5,D0,P2,"The undisclosed integrated part could be mechanical, structural, electrical, or control hardware, so no single domain is defensible.

https://fairlead.com/
https://fairlead.com/capabilities/
https://www.virginiashiprepair.org/MemberProfile/425/Fairlead-Integrated-LLC","Precision-fabricated mechanical subassemblies/support skids are fit-ready shipboard parts, not proven systems.

https://fairlead.com/
https://virginiabusiness.com/propulsion-system/
https://www.highergov.com/subcontract/N0002417C2117-1000008335/"
Columbia,E8LNMDLEKM35,D5,P3,"Condensers, air ejectors, and heat exchangers transfer heat in the submarine steam plant.

https://www.dcfab.com/","Condensers, air ejectors, and heat-exchanger assemblies are functional heat-transfer equipment.

https://www.dcfab.com/
https://www.highergov.com/awardee/dc-fabricators-inc-10022240/
https://www.bwxt.com/bwxt-bolsters-american-nuclear-manufacturing-capability-with-strategic-acquisition/"
Columbia,F2LEAK3EK9R3,D4,P3,"The identified MK19 Air Turbine Pump is functional fluid and pressure equipment, a direct D4 assignment.

https://ir.grahamcorp.com/news-events/press-releases/detail/364/graham-corporation-wins-over-65-million-in-defense-and","MK19 Air Turbine Pump assembly is a bounded functional pump unit.

https://ir.grahamcorp.com/news-events/press-releases/detail/364/graham-corporation-wins-over-65-million-in-defense-and
https://ir.grahamcorp.com/news-events/press-releases/detail/345/graham-corporation-ships-final-first-article-units-for-u-s
https://graham-mfg.com/industries/defense/"
Columbia,F42BKS7EHCL8,D3,P3,"Degaussing converters and current-regulation electronics perform specialized electrical power conversion for the coil system.

https://submarinesuppliers.org/wp-content/uploads/2018/03/2018-SIBC-Supplier-Days-Attendees.pdf
https://www.highergov.com/awardee/ems-development-corporation-10063535/","Degaussing power-electronic converters/current regulators are bounded functional electrical equipment.

https://www.l3harris.com/all-capabilities/degaussing-systems
https://www.hstoday.us/federal-pages/department-of-defense-contracts-for-sept-25-2019/
https://www.highergov.com/contract-opportunity/degaussing-system-parts-1301131025-p-f13df/"
Columbia,F76KN7T9YP64,D2,P2,"Custom thrust and journal bearing assemblies for the shaft line or major propulsion machinery fit D2’s bearing and power-transmission scope.

https://www.waukbearing.com/en/industries/marine.html
https://www.waukbearing.com/en/products/fluid-film-bearings.html
https://www.waukbearing.com/en/resources/bearing-knowledge/hydrodynamic-bearings.html","Hydrodynamic thrust/journal bearing assemblies are fit-ready machinery components installed into rotating equipment.

https://www.waukbearing.com/en/industries/marine.html
https://www.waukbearing.com/en/products/fluid-film-bearings.html
https://www.waukbearing.com/en/products/fluid-film-bearings/thrust-bearings.html"
Columbia,F8M5LJA6LJL4,D4,P3,"Hydraulic valves and manifolds, including the rudder servovalve and manifold, control pressurized fluid.

https://www.sargentaerospace.com/marine-valves/
https://www.sargentaerospace.com/marine/","Hydraulic valves and servovalve/manifold assemblies are bounded functional control units.

https://www.sargentaerospace.com/marine-valves/
https://www.sargentaerospace.com/marine/
https://www.sargentaerospace.com/marine-products/"
Columbia,FK17Z7DJWLL1,D8,P3,"Assembly and welding fixtures, hydraulic jacks, and caisson-lifting equipment are specialized handling and auxiliary machinery.

https://www.apco-technologies.eu/naval/","Assembly fixtures, welding trolleys, jacks, and handling equipment are bounded functional production equipment.

https://www.apco-technologies.eu/naval/
https://www.apco-technologies.eu/"
Columbia,FLDEFFBLR5P3,D9,P2,"Composite and elastomeric acoustic, sealing, and hydrodynamic parts are material and process-specialized components, not a complete system.

https://www.globecomposite.com/
https://www.globecomposite.com/defense
https://www.globecomposite.com/composite-design-prototyping","Composite/elastomeric panels, gaskets, fairings, covers, and snubbers are fit-ready components.

https://www.globecomposite.com/defense
https://investor.escotechnologies.com/news-releases/news-release-details/esco-announces-acquisition-navy-submarine-supplier
https://www.globenewswire.com/news-release/2019/07/09/1880124/0/en/esco-announces-acquisition-of-navy-submarine-supplier.html"
Columbia,FMC8BKMNMKF2,D4,P2,"SUBSAFE filters and strainers condition critical seawater, hydraulic, oil, or fuel circuits.

https://www.fcp-filters.com/
https://www.fcp-filters.com/defense/
https://www.fcp-filters.com/about/","Filter and strainer elements are fit-ready filtration components installed in housings/systems.

https://www.fcp-filters.com/
https://www.fcp-filters.com/marine/
https://www.fcp-filters.com/filter-elements/"
Columbia,G319AMB56SW5,D7,P2,"Shock and EMI-qualified electronics cabinets and consoles are component-level electronic enclosures rather than the mission systems they house.

https://defense-solutions.curtisswright.com/products/901d-rugged-enclosures-consoles
https://electromet.com/news/","Qualified cabinets, enclosures, and consoles are fit-ready electronics-housing components.

https://defense-solutions.curtisswright.com/products/901d-rugged-enclosures-consoles
https://defense-solutions.curtisswright.com/resources/brochures/naval-applications-901d-brochure
https://curtisswright.com/organization/defense-electronics"
Columbia,G9HKMXL5L973,D9,P2,"Elastomeric acoustic filters, isolation mounts, and laminated bearings are signature-control and material-process specialties expressly within D9.

https://oilstates.com/marine/
https://oilstates.com/wp-content/uploads/OSOilStatesProductCatalog.pdf","Elastomeric mounts, filters, and laminated bearings are installed components rather than standalone machinery.

https://oilstates.com/marine/
https://oilstates.com/offshore/fixed-platform-products/elastomeric-bearings/
https://oilstates.com/wp-content/uploads/OSOilStatesProductCatalog.pdf"
Columbia,GJNEBDUDNTA1,D0,P6,"Machine-tool delivery and service support production generally, but the machined Columbia component and ship domain are indeterminate.

https://pemamek.com/us/pema-column-booms/
https://www.euro-machine.com/","Delivery/service of production machine tools is shipyard production-support work, not an onboard article.

https://euromachinery.net/
https://www.machinetools.com/en/companies/216282-euro-machinery-specialists-inc
https://en.machinetools.camozzi.com/who-we-are/innse-berardi.kl"
Columbia,GLRVV6FC6DB3,D0,P6,"Workforce training and learning-content administration are general production support, not a technical ship-area competence.

https://www.gpstrategies.com/news/gp-strategies-corporation-reaches-50-years-of-learning/
https://www.gpstrategies.com/training-courses/page/3/","Workforce training and learning content are labor/technical work products.

https://www.gpstrategies.com/
https://www.gpstrategies.com/about-us/
https://www.gpstrategies.com/news/gp-strategies-corporation-reaches-50-years-of-learning/"
Columbia,GTP8S87MBPF3,D5,P6,"The discernible specialty is HVAC, chilled-water and steam utilities, and thermal-system controls, so the service firm retains D5.

https://www.highergov.com/subcontract/N0002417C2117-SNE090-037/
https://www.highergov.com/awardee/greenland-enterprises-inc-10002202/
https://www.apeiron-construction.com/feb2025-doing-more-with-less/","Design-build shipyard utility/infrastructure work is facility support, not an installed ship article.

https://www.highergov.com/subcontract/N0002417C2117-SNE090-037/
https://www.highergov.com/awardee/greenland-enterprises-inc-10002202/"
Columbia,GUD4TJE3FN31,D4,P3,"Rotary and screw pump-and-motor assemblies are functional pumping equipment for shipboard fluid systems.

https://www.imo-pump.com/
https://www.imo-pump.com/product_marine.htm
https://www.imo-pump.com/aboutus.htm","Rotary/screw pump-and-motor assemblies are bounded functional pumping equipment.

https://www.imo-pump.com/
https://www.imo-pump.com/product_marine.htm
https://www.imo-pump.com/product_3screw.htm"
Columbia,GXPHJRVG9MR7,D2,P3,"The Columbia electric-propulsion site’s strongest differentiating signal is solid-state main-propulsion drive hardware, outweighing secondary power-distribution work.

https://www.leonardodrs.com/news/press-releases/leonardo-drs-awarded-contracts-for-u-s-navys-columbia-class-submarine-program/
https://www.leonardodrs.com/what-we-do/our-solutions/power-propulsion/","Delivered article is bounded propulsion-drive/power-distribution equipment; no UEI-specific proof of one integrated propulsion shipset.

https://www.leonardodrs.com/news/press-releases/leonardo-drs-awarded-contracts-for-u-s-navys-columbia-class-submarine-program/
https://www.naval-technology.com/news/leonardo-drs-makes-land-grab-for-naval-propulsion-manufacturing/
https://seapowermagazine.org/drs-delivers-advanced-electric-propulsion-equipment-for-lead-columbia-class-submarine/?print=print"
Columbia,GZ57A195G7K6,D2,P6,"Custom hydrodynamic thrust and journal-bearing engineering serves the main propulsion train, and D2 explicitly includes bearings.

https://www.waukbearing.com/en/industries/marine.html
https://www.waukbearing.com/en/products/fluid-film-bearings.html
https://www.waukbearing.com/en/resources/bearing-knowledge/hydrodynamic-bearings.html","Design, analysis, and qualification of bearings are engineering/technical work products.

https://www.waukbearing.com/en/industries/marine.html
https://www.waukbearing.com/en/products/fluid-film-bearings.html
https://www.waukbearing.com/en/products/fluid-film-bearings/thrust-bearings.html"
Columbia,H11HD5VHGHN3,D6,P3,"Sonar signal-processing and interface electronics and software integrate hull arrays into the acoustic and combat system.

https://www.lockheedmartin.com/en-us/capabilities/undersea-warfare.html
https://investors.lockheedmartin.com/news-releases/news-release-details/lockheed-martin-awarded-tb-34-next-generation-towed-array/
https://www.afcea.org/signal-media/lockheed-provide-submarine-situational-awareness-system","Sonar signal-processing/interface electronics are bounded functional units; no full sonar shipset handoff is proven.

https://news.lockheedmartin.com/2005-02-14-Lockheed-Martin-Awarded-Contract-for-Sonar-Upgrades-for-U-S-Navy-Submarines
https://archive.navalsubleague.org/2005/the-an-bqq-lov-sonar-maintaining-leading-edge-technology-for-the-submarine-force
https://www.dote.osd.mil/Portals/97/pub/reports/FY2016/navy/2016arci.pdf?ver=2019-08-22-105302-370"
Columbia,HMBSX7Z72UK4,D9,P2,"Molded elastomeric acoustic baffles, hull treatments, and vibration-damping parts are specialty-material and signature-control components.

https://westland.globecomposite.com/
https://westland.globecomposite.com/capabilities
https://investor.escotechnologies.com/news-releases/news-release-details/esco-announces-acquisition-westland-technologies-inc","Elastomeric acoustic baffles, hull treatments, and damping parts are fit-ready signature-reduction components.

https://westland.globecomposite.com/capabilities
https://www.globecomposite.com/defense
https://investor.escotechnologies.com/news-releases/news-release-details/esco-announces-acquisition-navy-submarine-supplier"
Columbia,HSV2N9ACRTJ6,D4,P3,"Relief, control, and angle valves protect pressure boundaries and regulate fluid flow.

https://www.highergov.com/awardee/emerson-automation-solutions-final-control-us-lp-10109259/
https://govtribe.com/award/federal-contract-award/purchase-order-n0010422pbn96
https://www.emerson.com/en/final-control/catalog/products-and-software/valves","Pressure-relief, control, and angle valves are bounded functional flow-control units.

https://www.emerson.com/en-us/automation/control-and-safety-systems/valves-actuators-regulators
https://www.dla.mil/Portals/104/Documents/LandAndMaritime/V/VE/LM_Limited_Source_List_Jul_2018_20180711.xlsx%3Fver%3D2018-07-11-151233-330"
Columbia,HUK5MJK4MH39,D4,P3,"Regulating, pressure-reducing, relief, and control valves are direct fluid and pressure-system equipment.

https://www.circor.com/brands/leslie-controls
https://valve-world-americas.com/leslie-controls-awarded-contract-for-submarines/","Regulating, pressure-reducing, and control valves are functional flow-control units.

https://leslievalves.com/
https://www.circor.com/sites/default/files/imported-files/Regulator-Handbook-CIRCOR-Leslie-Controls.pdf
https://www.marinelog.com/news/leslie-controls-wins-565-million-virginia-class-valve-contract/"
Columbia,HW4GNCTLLAM4,D1,P2,"The disclosed deliverable is fabricated bearing-support and structural demonstration hardware, so structural fabrication, not the propulsor system, controls.

https://www.ga.com/general-atomics-delivers-first-of-two-bearing-support-structures-for-columbia-class-submarines
https://www.ga.com/general-atomics-awarded-manufacturing-contract-for-columbia-class-submarine-bearing-support-structures","Bearing-support structures and propulsor demonstration hardware are fabricated structural components.

https://www.naval-technology.com/news/ga-ems-delivers-first-bss-for-us-navys-columbia-class-submarine/
https://columbia-class.com/design.asp"
