Key,Program,Subawardee UEI,Subawardee Vendor Name,Primary NAICS-6,NAICS-6 Description,Parent UEI,Parent Vendor Name,Parent UEI(s),Role / Description,Source URLs
Columbia|GE4GA2B9JYF9,Columbia,GE4GA2B9JYF9,"MERRILL TECHNOLOGIES GROUP, INC.",332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,,,,,
Columbia|UHXFGP3DCRK7,Columbia,UHXFGP3DCRK7,HANSOME ENERGY SYSTEMS INC,,"n/a (SAM record, no NAICS)",UHXFGP3DCRK7,HANSOME ENERGY SYSTEMS INC,UHXFGP3DCRK7,,
Columbia|HTR5K76FMH84,Columbia,HTR5K76FMH84,"FEDERAL BRONZE CASTING INDUSTRIES, INC.",331529,Other Nonferrous Metal Foundries (except Die-Casting),HTR5K76FMH84,FEDERAL BRONZE CASTING INDS,HTR5K76FMH84,,
Columbia|Y5R2L8HWAUA8,Columbia,Y5R2L8HWAUA8,"NAVUS AUTOMATION, INC",333998,All Other Miscellaneous General Purpose Machinery Manufacturing,Y5R2L8HWAUA8,"NAVUS AUTOMATION, INC.",Y5R2L8HWAUA8,,
Columbia|M98JCJ2U7RD8,Columbia,M98JCJ2U7RD8,CARLTON NATIONAL RESOURCES INC,541330,Engineering Services,,,,,
Columbia|CVKGYGVN9229,Columbia,CVKGYGVN9229,ARTCRAFT FABRICATORS INC,332710,Machine Shops,QZ9GLUKS1MS9,ARTCRAFT FABRICATORS INC,QZ9GLUKS1MS9,,
Columbia|JK4WJKLD44G9,Columbia,JK4WJKLD44G9,"METALTEK INTERNATIONAL, INC.",331529,Other Nonferrous Metal Foundries (except Die-Casting),JK4WJKLD44G9,"METALTEK INTERNATIONAL, INC.",JK4WJKLD44G9,,
Columbia|HLQLWMV97J37,Columbia,HLQLWMV97J37,CURTISS-WRIGHT ELECTRO-MECHANICAL CORP,336611,Ship Building and Repairing,HLQLWMV97J37,CURTISS-WRIGHT ELECTRO-MECHANICAL CORP,HLQLWMV97J37,,
Columbia|G319AMB56SW5,Columbia,G319AMB56SW5,901 D LLC,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,WLEATDDTMCT3,"Graycliff Partners, LP",WLEATDDTMCT3,"The exact Columbia cabinet assignment is not public. Curtiss-Wright/901D supplies shock-, vibration-, and EMI-qualified naval electronics cabinets, enclosures, and operator consoles; these house combat, control, communications, or auxiliary electronics in Columbia’s control/electronics spaces, with Navy notices specifically identifying ACST cabinets from this source.","https://www.highergov.com/awardee/901-d-llc-10107588/
https://www.curtisswrightds.com/products/901d-rugged-enclosures-consoles
https://sam.gov/opp/358839639f8340b5a988dbd1b2d7bc02/view
https://sam.gov/opp/5a52a2da6be44095adf68c7d36cfe1fa/view"
Columbia|V1MQFNQB56Z5,Columbia,V1MQFNQB56Z5,RIX INDUSTRIES,333912,Air and Gas Compressor Manufacturing,V1MQFNQB56Z5,RIX INDUSTRIES,V1MQFNQB56Z5,,
Columbia|RLYHS582JDW8,Columbia,RLYHS582JDW8,"CAMERON TECHNOLOGIES US, INC.",334519,Other Measuring and Controlling Device Manufacturing,W1LDBNHD4EM7,Schlumberger N.V.,W1LDBNHD4EM7,,
Columbia|PM3QRNLPA8K5,Columbia,PM3QRNLPA8K5,"RILEY POWER GROUP, LLC",336611,Ship Building and Repairing,,,,,
Columbia|PJRYS7EFXQD9,Columbia,PJRYS7EFXQD9,B N L INDUSTRIES INC,332911,Industrial Valve Manufacturing,,,,,
Columbia|JKPCAKFW8X93,Columbia,JKPCAKFW8X93,AMERICAST TECHNOLOGIES INC,,"n/a (SAM record, no NAICS)",FLU4K8MGMZX7,"HITACHI, LTD.",FLU4K8MGMZX7; MLNKDLL8KKW6,,
Columbia|GLU5BML5XQK2,Columbia,GLU5BML5XQK2,Romey Paul Ventures LLC,,n/a (no SAM record),,,,,
Columbia|CN4DJZSKM3Y3,Columbia,CN4DJZSKM3Y3,"PENNSYLVANIA MACHINE WORKS, LLC",332996,Fabricated Pipe and Pipe Fitting Manufacturing,XTYYPELG5MQ7,,CN4DJZSKM3Y3; XTYYPELG5MQ7,,
Columbia|CBMZJ3Z5SC89,Columbia,CBMZJ3Z5SC89,GOODRICH CORP,326130,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",EGAVSJTA2D81,,EGAVSJTA2D81; PPLZG8J3N9D4,,
Columbia|JL9NMM3YALQ5,Columbia,JL9NMM3YALQ5,"TAD PGS, INC.",561320,Temporary Help Services,M1GWN16X9VN3,Adecco Group AG,M1GWN16X9VN3; Q53BLDNWRKA8,,
Columbia|PTMFLMD2CUB4,Columbia,PTMFLMD2CUB4,"L3 TECHNOLOGIES, INC.",334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,PNE9R5EJMWK8,,PNE9R5EJMWK8; SJULQDJ8NZU7; XXP4PLFFFGK9,"Confirmed class-specific product family: L3Harris supplies integrated submarine communications-system shipsets for Virginia- and Columbia-class boats. The shipset comprises secure external/satellite and internal communications hardware, software, racks, and interfaces installed in the radio/communications spaces; the exact Camden-produced rack under the earlier subaward is not separately identified.","https://www.l3harris.com/newsroom/press-release/2026/02/l3harris-secures-full-rate-production-contract-us-navy-submarine
https://www.l3harris.com/all-capabilities/integrated-communications-solutions
https://www.l3harris.com/all-capabilities/symphony
https://www.highergov.com/awardee/l3-technologies-inc-10109684/"
Columbia|MTNSMCNJCNE1,Columbia,MTNSMCNJCNE1,"LJM PACKAGING CO., INC.",561910,Packaging and Labeling Services,,,,,
Columbia|MKXMUFJJYLY5,Columbia,MKXMUFJJYLY5,WARD LEONARD CT LLC,335312,Motor and Generator Manufacturing,,,,,
Columbia|H8CSTCGGDD87,Columbia,H8CSTCGGDD87,STRYTEN ENERGY LLC,335910,Battery Manufacturing,,,,,
Columbia|MSFLXVQVJMG4,Columbia,MSFLXVQVJMG4,"PEERLESS INSTRUMENT CO., INC.",334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,PF8PJNVEPTJ1,"Peerless Instrument manufactures nuclear-plant instrumentation, test equipment, control assemblies, and cable/power harnesses. Navy notices tied to this UEI identify differential-pressure-cell test equipment and power cables, but I found no public source assigning a specific item to Columbia-class construction.","https://sam.gov/workspace/contract/opp/fa22f3b845c144af97d707f178f0da0c/view
https://sam.gov/workspace/contract/opp/6429ca9f794e418c8aab3658dd19704d/view
https://peerlessinstrument.com/"
Columbia|YA5MLUTX7W19,Columbia,YA5MLUTX7W19,ITT CORPORATION,,n/a (no SAM record),TCCLSQU7ZMW5,ITT Inc.,TCCLSQU7ZMW5,,
Columbia|RG8HFHKSV215,Columbia,RG8HFHKSV215,PDS ENGINEERING & CONSTRUCTION INC,236210,Industrial Building Construction,,,,,
Columbia|LPY6KXBKHMK8,Columbia,LPY6KXBKHMK8,"RHOADS INDUSTRIES, INC.",336611,Ship Building and Repairing,LPY6KXBKHMK8,"RHOADS INDUSTRIES, INC.",LPY6KXBKHMK8,,
Columbia|K294P4QJHFU9,Columbia,K294P4QJHFU9,MW JONES & COMPANY INC,541611,Administrative Management and General Management Consulting Services,,,,,
Columbia|N6JZARL64EW5,Columbia,N6JZARL64EW5,"MCKINSEY & COMPANY, INC. WASHINGTON D.C.",541611,Administrative Management and General Management Consulting Services,,,,,
Columbia|K151N8EJE998,Columbia,K151N8EJE998,"CLIMAX PORTABLE MACHINE TOOLS, INC.",333517,Machine Tool Manufacturing,K151N8EJE998,"CLIMAX PORTABLE MACHINE TOOLS, INC.",K151N8EJE998,,
Columbia|QNEXJLA47BM4,Columbia,QNEXJLA47BM4,"JAMESTOWN METAL MARINE SALES, INC.",336611,Ship Building and Repairing,QNEXJLA47BM4,"JAMESTOWN METAL MARINE SALES, INC.",QNEXJLA47BM4,,
Columbia|PGWNKJF89FV5,Columbia,PGWNKJF89FV5,ELMA ELECTRONIC INC.,334111,Electronic Computer Manufacturing,XLKTN1TLGB75,Elma Electronic AG,PGWNKJF89FV5; XLKTN1TLGB75,,
Columbia|JC42EBJ5NFJ1,Columbia,JC42EBJ5NFJ1,HAMILTON SUNDSTRAND CORPORATION,336412,Aircraft Engine and Engine Parts Manufacturing,EGAVSJTA2D81,,EGAVSJTA2D81; PPLZG8J3N9D4,,
Columbia|Y7N4SPXNK115,Columbia,Y7N4SPXNK115,CLEVELAND-CLIFFS STEEL LLC,331110,Iron and Steel Mills and Ferroalloy Manufacturing,EVP4KM37YU23,CLEVELAND-CLIFFS INC.,EVP4KM37YU23; W67WSNENMZF7,The exact Columbia steel grade and plate location are not public. The strongest inference is high-strength heavy plate from the former ArcelorMittal Burns Harbor operation for the pressure hull and other major structural members; that mill supplies military/shipbuilding plate and its steel has previously been documented throughout a Virginia-class submarine hull.,"https://www.clevelandcliffs.com/operations/steelmaking/burns-harbor-plate-and-gary-plate
https://www.manufacturing.net/home/news/13193020/steel-made-at-northwest-indiana-factory-used-in-navy-vessels
https://www.in.gov/idem/cleanwater/lake-michigan-sites-of-interest/cleveland-cliffs-gary-plate/"
Columbia|EYMMLMHBMSL5,Columbia,EYMMLMHBMSL5,"SGL AUTOMATION, LLC",,"n/a (SAM record, no NAICS)",,,,,
Columbia|C6C8KS7Y1K76,Columbia,C6C8KS7Y1K76,MIDE TECHNOLOGY CORP,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",C6C8KS7Y1K76,MIDE TECHNOLOGY CORP,C6C8KS7Y1K76,,
Columbia|E9DKKLZNCQS9,Columbia,E9DKKLZNCQS9,TRIDENT MARITIME SYSTEMS UK LIMITED,334419,Other Electronic Component Manufacturing,E9DKKLZNCQS9,TRIDENT MARITIME SYSTEMS UK LIMITED,DDT1W4957HW7; E9DKKLZNCQS9; KDNEW5AC1X41,,
Columbia|EVZMB1757DW5,Columbia,EVZMB1757DW5,"STEELFAB, INC",332312,Fabricated Structural Metal Manufacturing,EVZMB1757DW5,"STEELFAB, INC",EVZMB1757DW5,,
Columbia|U864F3HRME53,Columbia,U864F3HRME53,GE ENERGY POWER CONVERSION USA INC.,541330,Engineering Services,JRZ1WHXAKBM3,GENERAL ELECTRIC COMPANY,JRZ1WHXAKBM3; U864F3HRME53,,
Columbia|NVPEBL51CSF8,Columbia,NVPEBL51CSF8,GUILL TOOL & ENGINEERING CO INC,332710,Machine Shops,,,,,
Columbia|KWHXKLAL87T5,Columbia,KWHXKLAL87T5,"IN-PLACE MACHINING COMPANY, LLC",336611,Ship Building and Repairing,KWHXKLAL87T5,"IN-PLACE MACHINING COMPANY, LLC",KWHXKLAL87T5,,
Columbia|MRGNDX62YHQ3,Columbia,MRGNDX62YHQ3,Conrex Steel Ltd,,"n/a (foreign, no SAM record)",X8TCJXY34WL3,Marshall-Barwick Holdings Inc,LBNEM5R1LNL8; X8TCJXY34WL3,,
Columbia|VXHFDAKS2LZ6,Columbia,VXHFDAKS2LZ6,CURTISS-WRIGHT ELECTRO-MECHANICAL CORP,333611,Turbine and Turbine Generator Set Units Manufacturing,,,,,
Columbia|ETWEE7EYY9G5,Columbia,ETWEE7EYY9G5,COGITIC CORPORATION,332710,Machine Shops,USRQZ9JUAF88,,USRQZ9JUAF88,,
Columbia|K4GJKMQD4961,Columbia,K4GJKMQD4961,"BARBER-NICHOLS, LLC",333611,Turbine and Turbine Generator Set Units Manufacturing,U5K7DSV5D3U7,,U5K7DSV5D3U7,,
Columbia|FFL2MLNT4FN1,Columbia,FFL2MLNT4FN1,GARDNER DENVER NASH LLC,333912,Air and Gas Compressor Manufacturing,HQ19YHLBS985,,HQ19YHLBS985,,
Columbia|HQYTCMF5RGE4,Columbia,HQYTCMF5RGE4,SHERBURN ELECTRONICS INC.,423690,Other Electronic Parts and Equipment Merchant Wholesalers,HQYTCMF5RGE4,SHERBURN ELECTRONICS INC.,HQYTCMF5RGE4,,
Columbia|WNDYZX3ALFB1,Columbia,WNDYZX3ALFB1,"COMARK, LLC",334111,Electronic Computer Manufacturing,NFADFBRR9XM6,"Source Code Midco, LLC",NFADFBRR9XM6; WNDYZX3ALFB1,,
Columbia|CE3HF8PLAFD3,Columbia,CE3HF8PLAFD3,"MILWAUKEE VALVE COMPANY, LLC",332911,Industrial Valve Manufacturing,,,,,
Columbia|SKKACASET588,Columbia,SKKACASET588,DYNALEC CORPORATION,334290,Other Communications Equipment Manufacturing,SKKACASET588,DYNALEC CORPORATION,SKKACASET588,,
Columbia|FACXKY7FULJ4,Columbia,FACXKY7FULJ4,"PRECISION FABRICATING & CLEANING COMPANY, INC.",336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,EBMBBLNWAZS8,"Precision Resources, Inc.",EBMBBLNWAZS8,,
Columbia|NTREK31GP8N3,Columbia,NTREK31GP8N3,KSARIA CORPORATION,334417,Electronic Connector Manufacturing,,,,,
Columbia|LD7YXEQNEKZ3,Columbia,LD7YXEQNEKZ3,"LINCOLN ELECTRIC AUTOMATION, INC.",333992,Welding and Soldering Equipment Manufacturing,,,,,
Columbia|F2KSX22KK1E4,Columbia,F2KSX22KK1E4,BLOOMY CONTROLS INC,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,F2KSX22KK1E4,"BLOOMY CONTROLS, INC.",F2KSX22KK1E4,,
Columbia|XJWLF38U74P3,Columbia,XJWLF38U74P3,FLUID HANDLING LLC,332410,Power Boiler and Heat Exchanger Manufacturing,LFJVPJ77LNM7,,LFJVPJ77LNM7,,
Columbia|FWF8QBPCGLG3,Columbia,FWF8QBPCGLG3,GENERAL TOOL COMPANY,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,,,,,
Columbia|E86EYMJR23D1,Columbia,E86EYMJR23D1,"MELLINGER ENGINEERING, INCORPORATED",332911,Industrial Valve Manufacturing,,,,,
Columbia|Z19UP1U6FMT1,Columbia,Z19UP1U6FMT1,"INDUSTRIAL TRANSFER AND STORAGE, INC",238290,Other Building Equipment Contractors,Z19UP1U6FMT1,"INDUSTRIAL TRANSFER AND STORAGE, INC",Z19UP1U6FMT1,"This is shipyard-production support, not installed submarine hardware. Industrial Transfer & Storage, now part of MEI, provides heavy rigging, project transport, storage, millwrighting, and precision installation/alignment of large CNC machines and facility equipment at Quonset/Groton; the exact Columbia-production machine moved under the subaward is not disclosed.","https://meiindustrialsolutions.com/location/providence/
https://www.linkedin.com/company/industrial-transfer-%26-storage
https://whatsupnewp.com/2021/07/more-than-20-companies-will-participate-in-quonset-business-parks-job-fair-on-july-9/"
Columbia|XBHNYVTCDQH8,Columbia,XBHNYVTCDQH8,"UNIFIED2 GLOBAL PACKAGING GROUP, LLC",322211,Corrugated and Solid Fiber Box Manufacturing,XBHNYVTCDQH8,"UNIFIED2 GLOBAL PACKAGING GROUP, LLC",XBHNYVTCDQH8,,
Columbia|RYRLL49HWN65,Columbia,RYRLL49HWN65,BAKER SHEET METAL CORPORATION,332322,Sheet Metal Work Manufacturing,RYRLL49HWN65,BAKER SHEET METAL CORPORATION,RYRLL49HWN65,,
Columbia|U73RYB2RKTW4,Columbia,U73RYB2RKTW4,RWH CONSULTING GROUP INC,561320,Temporary Help Services,,,,,
Columbia|LFNVWPJYQKH4,Columbia,LFNVWPJYQKH4,COASTAL DESIGN LLC,541330,Engineering Services,LFNVWPJYQKH4,"COASTAL DESIGN, LLC",LFNVWPJYQKH4,,
Columbia|LB1XJ5UY5961,Columbia,LB1XJ5UY5961,"CIRCOR PUMPS NORTH AMERICA, LLC",,n/a (no SAM record),L8T4R3N7ACL6,COLFAX CORPORATION,L8T4R3N7ACL6,,
Columbia|QF82VVEDYFC3,Columbia,QF82VVEDYFC3,PUROLATOR FACET INC.,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,PLYSMJBAYE42,,PLYSMJBAYE42; QF82VVEDYFC3; W138B61KN3Q7,,
Columbia|PWK4GDMMEAQ8,Columbia,PWK4GDMMEAQ8,AMETEK SCP INC,334417,Electronic Connector Manufacturing,N5KEKMFCWUR1,AMETEK INC.,N5KEKMFCWUR1,,
Columbia|QSMPQ9WU65L5,Columbia,QSMPQ9WU65L5,"FAIRLEAD INTEGRATED, LLC",336611,Ship Building and Repairing,DXM3GSLGH2Z5,"FAIRLEAD INTEGRATED, LLC",DXM3GSLGH2Z5,,
Columbia|LR2HQKYJLDZ7,Columbia,LR2HQKYJLDZ7,JA MOODY LLC,423830,Industrial Machinery and Equipment Merchant Wholesalers,LR2HQKYJLDZ7,JA MOODY LLC,LR2HQKYJLDZ7; NYPLGL4BKTS7,,
Columbia|UAWKMCFNMNT1,Columbia,UAWKMCFNMNT1,"CRAIG TECHNOLOGIES AEROSPACE SOLUTIONS, LLC",336414,Guided Missile and Space Vehicle Manufacturing,,,,,
Columbia|E2P8AAJA2LK5,Columbia,E2P8AAJA2LK5,"MICRO PRECISION, LLC",332721,Precision Turned Product Manufacturing,,,,,
Columbia|J8PKNJEX2MS2,Columbia,J8PKNJEX2MS2,"LOCKWOOD BROTHERS, INC.",483113,Coastal and Great Lakes Freight Transportation,,,,,
Columbia|KVETLASZ5DL3,Columbia,KVETLASZ5DL3,CONREX STEEL LIMITED,332420,Metal Tank (Heavy Gauge) Manufacturing,KVETLASZ5DL3,CONREX STEEL LIMITED,KVETLASZ5DL3,,
Columbia|ZFQBUPK552C3,Columbia,ZFQBUPK552C3,THE H R HILLERY COMPANY,332312,Fabricated Structural Metal Manufacturing,,,,,
Columbia|NMHFLDYJJ4C5,Columbia,NMHFLDYJJ4C5,LOCKHEED MARTIN CORPORATION,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",ZFN2JJXBLZT3,LOCKHEED MARTIN CORPORATION,ZFN2JJXBLZT3,,
Columbia|UNYXWK1ZR391,Columbia,UNYXWK1ZR391,"MAYCO MANUFACTURING, LLC",331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",UNYXWK1ZR391,"MAYCO MANUFACTURING, LLC",J9PPG7L67SD3; UNYXWK1ZR391,,
Columbia|JSAXGRLNEJ63,Columbia,JSAXGRLNEJ63,"COLONNA'S SHIP YARD, INCORPORATED",336611,Ship Building and Repairing,JSAXGRLNEJ63,"COLONNA'S SHIP YARD, INCORPORATED",JSAXGRLNEJ63,,
Columbia|GR2CKSBB4MB5,Columbia,GR2CKSBB4MB5,LENAPE FORGED PRODUCTS CORP,332112,Nonferrous Forging,,,,,
Columbia|HB74FFGNFK17,Columbia,HB74FFGNFK17,THE DYSON CORPORATION,332510,Hardware Manufacturing,,,,,
Columbia|VJHFDLA3NLG8,Columbia,VJHFDLA3NLG8,VULCAN METALS CORPORATION,331513,Steel Foundries (except Investment),FLU4K8MGMZX7,"HITACHI, LTD.",FLU4K8MGMZX7,,
Columbia|U23DM4ULNLS3,Columbia,U23DM4ULNLS3,BAE SYSTEMS JACKSONVILLE SHIP REPAIR LLC,336611,Ship Building and Repairing,HPDLRXR4FYX5,,HPDLRXR4FYX5,,
Columbia|WA9LNGN2DPF4,Columbia,WA9LNGN2DPF4,"BECHTEL NATIONAL, INC.",,"n/a (SAM record, no NAICS)",QYLMXH4B2KX8,,QYLMXH4B2KX8,,
Columbia|W3KUJLTCRLV1,Columbia,W3KUJLTCRLV1,AMMCON CORP.,332919,Other Metal Valve and Pipe Fitting Manufacturing,W3KUJLTCRLV1,AMMCON CORP.,W3KUJLTCRLV1,,
Columbia|REXPSJ7NAHU8,Columbia,REXPSJ7NAHU8,DERBYSHIRE MACHINE & TOOL CO,332919,Other Metal Valve and Pipe Fitting Manufacturing,REXPSJ7NAHU8,DERBYSHIRE MACHINE & TOOL CO,REXPSJ7NAHU8,,
Columbia|JU5GNH1H5FV6,Columbia,JU5GNH1H5FV6,DY4 INC.,334111,Electronic Computer Manufacturing,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,PF8PJNVEPTJ1,"DY4/Curtiss-Wright Defense Solutions supplies rugged VPX embedded computers and processing modules. The entity’s products are suitable for submarine control and mission systems, but the exact Columbia-class subsystem represented by this subaward is not publicly identified.","https://www.highergov.com/awardee/curtiss-wright-ds-inc-10116343/
https://sam.gov/opp/70e87d68257542a9a2ba9ab863ac6d8f/view
https://www.curtisswrightds.com/products/computing"
Columbia|KSZBH4K529U5,Columbia,KSZBH4K529U5,"CMI, INC.",423510,Metal Service Centers and Other Metal Merchant Wholesalers,,,,,
Columbia|KKRWXEQ9FVU6,Columbia,KKRWXEQ9FVU6,HURLEY CONSTRUCTION,,"n/a (SAM record, no NAICS)",,,,,
Columbia|ZW3UMG9YVNA9,Columbia,ZW3UMG9YVNA9,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC.",335313,Switchgear and Switchboard Apparatus Manufacturing,ZW3UMG9YVNA9,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC.",PNE9R5EJMWK8; SJULQDJ8NZU7; XXP4PLFFFGK9; ZW3UMG9YVNA9,,
Columbia|N16ET1YJ6QZ3,Columbia,N16ET1YJ6QZ3,"ROMAC INDUSTRIES, INC.",332911,Industrial Valve Manufacturing,WH4HRFKKT8U6,"Romac Industries, Inc.",WH4HRFKKT8U6,,
Columbia|MC77SUMRLXY5,Columbia,MC77SUMRLXY5,"MILWAUKEE VALVE COMPANY, INC.",332911,Industrial Valve Manufacturing,MC77SUMRLXY5,"MILWAUKEE VALVE COMPANY, INC.",JJMSRWKWWQ87; MC77SUMRLXY5,,
Columbia|NG7TY7BYU9R7,Columbia,NG7TY7BYU9R7,"W. & O. SUPPLY, INC.",,n/a (no SAM record),V91WXBJ7WKL1,,HUYTR5ZGSSN6; V91WXBJ7WKL1,,
Columbia|VNC1NE44BXJ6,Columbia,VNC1NE44BXJ6,"TOTAL WELDING SUPPLY, INC.",,"n/a (SAM record, no NAICS)",,,,,
Columbia|CABCB9XBJHK5,Columbia,CABCB9XBJHK5,"APOLLO PROFESSIONAL SOLUTIONS, INC.",561320,Temporary Help Services,YA7EN5YYJYS8,"APOLLO PROFESSIONAL SOLUTIONS, INC.",YA7EN5YYJYS8,,
Columbia|CEN1DBGRNU77,Columbia,CEN1DBGRNU77,CHESTERFIELD SPECIAL CYLINDERS LIMITED,332420,Metal Tank (Heavy Gauge) Manufacturing,MKLMYV3GXC65,,MKLMYV3GXC65,,
Columbia|WAJ6RKYZTYL3,Columbia,WAJ6RKYZTYL3,C & C METALS ENGINEERING INC,332710,Machine Shops,WAJ6RKYZTYL3,C & C METALS ENGINEERING INC,WAJ6RKYZTYL3,,
Columbia|JU2ME5ZK8VL3,Columbia,JU2ME5ZK8VL3,"MMC METROLOGY LAB, INC.",334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,,,,
Columbia|E3YNKWRANZ18,Columbia,E3YNKWRANZ18,"AQUA-CHEM, INC.",332410,Power Boiler and Heat Exchanger Manufacturing,,"AQUA-CHEM, INC.",,,
Columbia|WPP2ABN6UCF5,Columbia,WPP2ABN6UCF5,"L3 TECHNOLOGIES, INC.",334290,Other Communications Equipment Manufacturing,SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC",SJULQDJ8NZU7; XXP4PLFFFGK9,,
Columbia|F1UZPBD1VBH9,Columbia,F1UZPBD1VBH9,"LYME COMPUTER SYSTEMS, INC.",541519,Other Computer Related Services,F1UZPBD1VBH9,"LYME COMPUTER SYSTEMS, INC.",F1UZPBD1VBH9,,
Columbia|CG86N1ZC42B8,Columbia,CG86N1ZC42B8,Ammcon Corp.,,n/a (no SAM record),W3KUJLTCRLV1,AMMCON CORP.,W3KUJLTCRLV1,,
Columbia|RJGEKQDTZKT8,Columbia,RJGEKQDTZKT8,ELECTRIC HEATER CO,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,DD7KGPMP93C1,Heh Holdings LLC,DD7KGPMP93C1,,
Columbia|EK4EVQQNEFC6,Columbia,EK4EVQQNEFC6,"HEXAGON MANUFACTURING INTELLIGENCE, INC.",334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",NT2BUC9EN2N1,,LYHWX7B8JNF5; NT2BUC9EN2N1,,
Columbia|RLXQHCXFT513,Columbia,RLXQHCXFT513,CUNICO CORPORATION,332996,Fabricated Pipe and Pipe Fitting Manufacturing,VDSCUPC2H3K7,Citadel Capital Corporation,VDSCUPC2H3K7,,
Columbia|VKBFB8MAZ357,Columbia,VKBFB8MAZ357,TITANIUM FABRICATION CORPORATION,332313,Plate Work Manufacturing,VKBFB8MAZ357,TITANIUM FABRICATION CORPORATION,DNV6ZJNJPLW8; VKBFB8MAZ357,,
Columbia|X3DBJSMT83N5,Columbia,X3DBJSMT83N5,CLEVELAND-CLIFFS PLATE LLC,331110,Iron and Steel Mills and Ferroalloy Manufacturing,VUNMXC2JLBY3,,VUNMXC2JLBY3,,
Columbia|P33VWHC39MN5,Columbia,P33VWHC39MN5,ADMIRAL VALVE LLC,332912,Fluid Power Valve and Hose Fitting Manufacturing,,,,,
Columbia|LYDRWR6ML2U7,Columbia,LYDRWR6ML2U7,ITT CANNON LLC,334417,Electronic Connector Manufacturing,TCCLSQU7ZMW5,,TCCLSQU7ZMW5,,
Columbia|GYMLL74UL5Q8,Columbia,GYMLL74UL5Q8,"HYDRASEARCH COMPANY, LLC",332912,Fluid Power Valve and Hose Fitting Manufacturing,ULZEK7HDMS57,"DVCC, LLC",ULZEK7HDMS57,,
Columbia|GFBTEVXB65X7,Columbia,GFBTEVXB65X7,"PCC ROLLMET, INC",336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,UU26FKF1MML6,BERKSHIRE HATHAWAY INC.,UU26FKF1MML6,,
Columbia|VD1NLZGAJ2L4,Columbia,VD1NLZGAJ2L4,"DURAMAX MARINE, LLC",326291,Rubber Product Manufacturing for Mechanical Use,VD1NLZGAJ2L4,"DURAMAX MARINE, LLC",VD1NLZGAJ2L4,,
Columbia|V627Y8NS1JM1,Columbia,V627Y8NS1JM1,"MILCOTS, LLC",334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,,,,,
Columbia|HA3UFSU8FN75,Columbia,HA3UFSU8FN75,"L3 TECHNOLOGIES, INC.",334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",PNE9R5EJMWK8,,PNE9R5EJMWK8; SJULQDJ8NZU7,,
Columbia|JG73AVR7NUN4,Columbia,JG73AVR7NUN4,"HYDRATIGHT OPERATIONS, INC.",333517,MACHINE TOOL MANUFACTURING,KM5NRZNTUDY8,Enerpac Tool Group Corp.,KM5NRZNTUDY8,,
Columbia|HY9JJE3F4R25,Columbia,HY9JJE3F4R25,"WOLLASTON ALLOYS, INC.",331513,Steel Foundries (except Investment),CVVANE9FWYN6,Warburg Pincus LLC,CVVANE9FWYN6,,
Columbia|G8VYMKM2VG59,Columbia,G8VYMKM2VG59,NORTH AMERICAN CONTROLS INC,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",,,,,
Columbia|YVBHN7GKLQ44,Columbia,YVBHN7GKLQ44,"GLENAIR, INC.",335929,Other Communication and Energy Wire Manufacturing,YVBHN7GKLQ44,"GLENAIR, INC.",YVBHN7GKLQ44,,
Columbia|YNUWEPDNSH37,Columbia,YNUWEPDNSH37,ROSEMOUNT SPECIALTY PRODUCTS LLC,334419,Other Electronic Component Manufacturing,MKRBJA6JXXS7,EMERSON ELECTRIC CO.,MKRBJA6JXXS7,,
